id_cliente,nombre,email,edad,ciudad,salario,fecha_registro,categoria,telefono,activo,puntos_fidelidad,ultima_compra
517,Cliente_517,correo_no_valido,55.0,Valencia,-11393.960989093262,2018-04-12 22:25:26.828945,B,+34 643762279,No,500,2024-02-10 22:25:26.835945
518,Cliente_518,correo_no_valido,,Madrid,45950.62274356397,2024-11-07 22:25:26.828945,A,+34 630071551,False,NULL,2024-02-29 22:25:26.835945
519,Cliente_519,cliente519@email.com,41.0,Málaga,11567.993721717936,2024-04-13 22:25:26.828945,G,+34 675303117,0,-1,2024-05-06 22:25:26.835945
520,Cliente_520,cliente520@email.com,77.0,Sevilla,33191.1725768961,2021-12-18 22:25:26.828945,B,+34 669578794,1,100,2024-03-17 22:25:26.835945
521,,cliente521@email.com,31.0,Desconocido,6514.921904576739,2019-08-21 22:25:26.828945,E,+34 600131936,No,NULL,2023-11-26 22:25:26.835945
522,Cliente_522,cliente522@email.com,47.0,Sevilla,49466.32477889508,2023-13-45,INVALID,+34 658557684,0,300,2025-04-15 22:25:26.835945
523,Cliente_523,cliente523@email.com,43.0,Bilbao,68155.01842952293,2021-03-16 22:25:26.828945,B,+34 643922786,0,500,2024-11-24 22:25:26.835945
524,Cliente_524,cliente524@email.com,27.0,Bilbao,32742.10363808005,2025-04-15 22:25:26.828945,A,+34 655173904,Sí,300,2024-05-29 22:25:26.835945
525,Cliente_525,cliente525@email.com,60.0,NULL,28588.460273107252,2020-03-09 22:25:26.828945,F,+34 699242459,False,NULL,2024-09-29 22:25:26.835945
526,Cliente_526,correo_no_valido,49.0,Desconocido,25167.906372149042,2019-05-09 22:25:26.828945,E,+34 619247186,False,NULL,2025-03-30 22:25:26.835945
527,Cliente_527,correo_no_valido,20.0,Bilbao,294554.5395408221,2024-06-03 22:25:26.828945,A,+34 699718253,False,NULL,2024-08-15 22:25:26.835945
528,,cliente528@email.com,61.0,Valencia,38515.30126401878,2015-11-14 22:25:26.828945,INVALID,+34 655394229,1,200,2025-03-26 22:25:26.835945
529,Cliente_529,cliente529@email.com,39.0,Sevilla,45052.47680329297,2022-02-23 22:25:26.828945,B,+34 638866902,True,-1,2024-10-16 22:25:26.835945
530,Cliente_530,correo_no_valido,24.0,Málaga,20581.25216102876,2021-11-28 22:25:26.828945,C,+34 611924255,1,200,2024-03-21 22:25:26.835945
531,Cliente_531,correo_no_valido,70.0,Valencia,35101.76559606967,2022-03-02 22:25:26.828945,D,+34 631785895,No,-1,2025-10-27 22:25:26.835945
532,Cliente_532,cliente532@email.com,,Madrid,536303.701448733,2023-12-23 22:25:26.828945,INVALID,+34 683341196,0,N/A,2025-02-04 22:25:26.835945
533,Cliente_533,cliente533@email.com,19.0,Bilbao,14134.265278949186,2020-05-24 22:25:26.828945,A,+34 686464762,0,200,2025-10-18 22:25:26.835945
534,Cliente_534,cliente534@email.com,veinticinco,Valencia,29384.768684948045,2017-03-16 22:25:26.828945,G,+34 647701715,True,300,2024-09-05 22:25:26.835945
535,Cliente_535,cliente535@email.com,veinticinco,Valencia,16162.309044343769,2016-02-18 22:25:26.828945,B,+34 613936930,No,-1,2024-05-28 22:25:26.835945
536,Cliente_536,cliente536@email.com,32.0,Madrid,47605.90496613883,2021-10-03 22:25:26.828945,G,+34 662110920,True,200,2025-10-13 22:25:26.835945
537,Cliente_537,cliente537@email.com,63.0,Barcelona,17071.194329762657,2024-09-04 22:25:26.828945,G,+34 693896476,0,500,2023-12-14 22:25:26.835945
538,Cliente_538,cliente538@email.com,25.0,Sevilla,35453.1891103104,2020-06-13 22:25:26.828945,G,+34 696878917,1,NULL,2025-03-20 22:25:26.835945
539,,cliente539@email.com,,Málaga,20948.665518604164,2021-02-24 22:25:26.828945,G,+34 675689368,False,-1,2025-01-19 22:25:26.835945
540,Cliente_540,cliente540@email.com,77.0,NULL,34155.941256562684,2016-11-14 22:25:26.828945,G,+34 638837854,0,-1,2025-06-22 22:25:26.835945
541,Cliente_541,cliente541@email.com,73.0,Barcelona,22140.051398169653,2017-06-11 22:25:26.828945,E,+34 621384981,Sí,200,2025-01-24 22:25:26.835945
542,,cliente542@email.com,,Bilbao,11141.830877136937,2023-13-45,A,+34 643026369,False,N/A,2024-09-25 22:25:26.835945
543,Cliente_543,cliente543@email.com,63.0,Valencia,37256.591114277675,2023-09-17 22:25:26.828945,INVALID,+34 657489324,0,200,2024-01-08 22:25:26.835945
544,Cliente_544,cliente544@email.com,47.0,Desconocido,26468.765671301673,2019-12-19 22:25:26.828945,A,+34 686266692,1,300,2025-08-29 22:25:26.835945
545,Cliente_545,cliente545@email.com,15.0,Madrid,34289.774110836894,2016-06-26 22:25:26.828945,INVALID,+34 658954235,True,300,2024-01-24 22:25:26.835945
546,Cliente_546,cliente546@email.com,35.0,Madrid,702900.3356424599,2023-13-45,D,+34 629969114,False,-1,2024-03-09 22:25:26.835945
547,Cliente_547,cliente547@email.com,69.0,Desconocido,10080.95229347322,2025-04-09 22:25:26.828945,B,+34 692552792,1,-1,2024-08-23 22:25:26.835945
548,Cliente_548,cliente548@email.com,veinticinco,Sevilla,46247.67895584385,2021-08-18 22:25:26.828945,C,+34 663993927,No,200,2025-02-17 22:25:26.835945
549,Cliente_549,cliente549@email.com,19.0,Barcelona,41051.36633161632,2021-04-18 22:25:26.828945,E,+34 605219574,Sí,300,2025-07-23 22:25:26.835945
550,,cliente550@email.com,17.0,NULL,21495.585366701343,2018-08-18 22:25:26.828945,B,+34 648521856,False,300,2024-04-15 22:25:26.835945
551,Cliente_551,cliente551@email.com,67.0,Sevilla,31046.688202481968,2019-10-12 22:25:26.828945,E,+34 610387155,True,N/A,2025-07-25 22:25:26.835945
552,Cliente_552,cliente552@email.com,37.0,Desconocido,45630.29224744406,2025-10-12 22:25:26.828945,INVALID,+34 655901099,No,500,2025-04-19 22:25:26.835945
553,Cliente_553,cliente553@email.com,67.0,Valencia,23144.424962064048,2025-06-02 22:25:26.828945,A,+34 612433238,1,N/A,2025-03-22 22:25:26.835945
554,Cliente_554,cliente554@email.com,,Desconocido,25471.732422141722,2020-06-19 22:25:26.828945,G,+34 679622751,Sí,100,2024-07-28 22:25:26.835945
555,Cliente_555,cliente555@email.com,31.0,Sevilla,33654.487500110605,2016-03-24 22:25:26.828945,D,+34 688677962,True,NULL,2025-03-11 22:25:26.835945
556,Cliente_556,correo_no_valido,15.0,Málaga,23113.63404668121,2016-08-15 22:25:26.828945,D,+34 673971622,1,N/A,2025-10-08 22:25:26.835945
557,Cliente_557,cliente557@email.com,65.0,Madrid,42856.379954805336,2025-03-29 22:25:26.828945,F,+34 679826926,1,200,2025-07-05 22:25:26.835945
558,Cliente_558,cliente558@email.com,59.0,Madrid,27466.48829538843,2024-01-04 22:25:26.828945,C,+34 634550325,False,500,2024-06-15 22:25:26.835945
559,Cliente_559,cliente559@email.com,18.0,Bilbao,18239.46187509039,2021-09-06 22:25:26.828945,D,+34 628362071,False,200,2025-05-05 22:25:26.835945
560,Cliente_560,cliente560@email.com,76.0,Bilbao,39129.58244810992,2019-08-09 22:25:26.828945,G,+34 602670492,True,NULL,2023-11-23 22:25:26.835945
561,Cliente_561,cliente561@email.com,79.0,Desconocido,12868.0402585298,2020-03-06 22:25:26.828945,A,+34 614223887,0,100,2024-02-08 22:25:26.835945
562,Cliente_562,cliente562@email.com,,NULL,60223.1784168632,2018-09-20 22:25:26.828945,C,+34 670086163,0,500,2024-05-09 22:25:26.835945
563,Cliente_563,cliente563@email.com,veinticinco,Valencia,53737.44545370304,2023-03-29 22:25:26.828945,INVALID,+34 686820397,1,-1,2024-12-23 22:25:26.835945
564,Cliente_564,cliente564@email.com,53.0,Málaga,37702.43215381523,2019-10-30 22:25:26.828945,B,+34 632329598,False,300,2024-02-24 22:25:26.835945
565,Cliente_565,correo_no_valido,40.0,Barcelona,36439.96532729853,2017-02-18 22:25:26.828945,INVALID,+34 662023737,Sí,N/A,2025-02-03 22:25:26.835945
566,Cliente_566,cliente566@email.com,48.0,Sevilla,35736.621267289476,2024-09-26 22:25:26.828945,G,+34 633119668,Sí,200,2025-03-16 22:25:26.835945
567,,cliente567@email.com,68.0,NULL,22663.578211216394,2024-03-17 22:25:26.828945,G,+34 624928384,1,100,2024-09-09 22:25:26.835945
568,,cliente568@email.com,17.0,Valencia,34459.64468521263,2016-02-09 22:25:26.828945,D,+34 687126721,False,300,2024-08-18 22:25:26.835945
569,Cliente_569,cliente569@email.com,64.0,Bilbao,16153.010843132275,2019-03-25 22:25:26.828945,C,+34 669824412,True,N/A,2024-06-25 22:25:26.835945
570,Cliente_570,cliente570@email.com,26.0,Desconocido,37557.276276602715,2021-11-26 22:25:26.828945,A,+34 667887955,True,300,2025-10-10 22:25:26.835945
571,Cliente_571,cliente571@email.com,79.0,Sevilla,43017.70414546943,2016-08-01 22:25:26.828945,INVALID,+34 611765788,True,N/A,2025-07-17 22:25:26.835945
572,Cliente_572,cliente572@email.com,,Bilbao,24328.708485249983,2018-01-14 22:25:26.828945,F,+34 630725231,Sí,-1,2023-12-01 22:25:26.835945
573,Cliente_573,cliente573@email.com,veinticinco,Desconocido,21073.47308767921,2017-09-20 22:25:26.828945,INVALID,+34 635261362,False,500,2024-06-19 22:25:26.835945
574,Cliente_574,cliente574@email.com,71.0,Sevilla,11812.844630281354,2022-09-02 22:25:26.828945,E,+34 689853600,False,300,No registrada
575,Cliente_575,cliente575@email.com,,Barcelona,51869.32850348536,2021-01-25 22:25:26.828945,E,+34 631766658,Sí,300,2025-04-30 22:25:26.835945
576,Cliente_576,cliente576@email.com,61.0,Valencia,22265.03949236683,2022-04-06 22:25:26.828945,A,+34 684850875,True,300,2025-01-19 22:25:26.835945
577,Cliente_577,cliente577@email.com,37.0,Sevilla,27018.914459750653,2025-08-22 22:25:26.828945,A,+34 614284450,True,500,No registrada
578,Cliente_578,correo_no_valido,28.0,Málaga,34502.33377493588,2024-07-10 22:25:26.828945,E,+34 644526276,1,100,2024-11-30 22:25:26.835945
579,Cliente_579,cliente579@email.com,65.0,NULL,34233.11464334902,2016-06-19 22:25:26.828945,F,+34 668687322,0,N/A,2025-09-27 22:25:26.835945
580,Cliente_580,cliente580@email.com,52.0,Madrid,41198.401435216045,2024-04-22 22:25:26.828945,C,+34 625435339,No,-1,2025-06-19 22:25:26.835945
581,Cliente_581,cliente581@email.com,78.0,Málaga,24310.05120242507,2016-07-15 22:25:26.828945,E,+34 643563219,0,300,2024-06-13 22:25:26.835945
582,Cliente_582,cliente582@email.com,52.0,Málaga,12919.980922936305,2023-10-20 22:25:26.828945,A,+34 656313452,False,NULL,2025-03-21 22:25:26.835945
583,Cliente_583,cliente583@email.com,64.0,NULL,10295.020365415261,2021-10-28 22:25:26.828945,D,+34 628963091,False,500,2024-12-18 22:25:26.835945
584,Cliente_584,cliente584@email.com,veinticinco,Madrid,21311.1715073573,2025-07-26 22:25:26.828945,B,+34 614912584,False,100,2025-05-05 22:25:26.835945
585,Cliente_585,cliente585@email.com,veinticinco,Málaga,15722.24287988064,2022-11-16 22:25:26.828945,F,+34 698121382,0,N/A,2025-08-09 22:25:26.835945
586,Cliente_586,cliente586@email.com,77.0,Sevilla,25445.749420383625,2023-13-45,G,+34 684558066,No,500,2024-07-24 22:25:26.835945
587,Cliente_587,cliente587@email.com,,Sevilla,49613.68216139974,2019-07-12 22:25:26.828945,F,+34 649388645,1,-1,2025-09-11 22:25:26.835945
588,Cliente_588,cliente588@email.com,52.0,Sevilla,24340.826911744665,2024-09-16 22:25:26.828945,D,+34 674954636,0,-1,2025-03-13 22:25:26.835945
589,Cliente_589,cliente589@email.com,veinticinco,Madrid,24335.23707998165,2016-03-11 22:25:26.828945,D,+34 675156920,No,N/A,2024-08-27 22:25:26.835945
590,,cliente590@email.com,65.0,Málaga,29754.018356163175,2022-11-10 22:25:26.828945,G,+34 614136405,True,300,2024-06-25 22:25:26.835945
591,Cliente_591,cliente591@email.com,19.0,Desconocido,23915.625131819008,2023-13-45,INVALID,+34 623767091,True,-1,2025-07-26 22:25:26.835945
592,Cliente_592,cliente592@email.com,43.0,Madrid,28989.13146422709,2022-08-13 22:25:26.828945,A,+34 665534828,False,100,2024-03-14 22:25:26.835945
593,Cliente_593,cliente593@email.com,18.0,Sevilla,38113.0383372202,2020-05-04 22:25:26.828945,E,+34 626668885,Sí,500,2024-09-26 22:25:26.835945
594,Cliente_594,cliente594@email.com,,NULL,43271.265821449706,2023-13-45,INVALID,+34 659233322,False,100,2024-10-03 22:25:26.835945
595,Cliente_595,cliente595@email.com,70.0,Málaga,45048.19799608536,2023-08-05 22:25:26.828945,C,+34 637562578,Sí,300,2024-05-25 22:25:26.835945
596,Cliente_596,cliente596@email.com,31.0,Málaga,60852.7833109653,2017-03-19 22:25:26.828945,F,+34 631281095,No,100,2024-09-14 22:25:26.835945
597,Cliente_597,cliente597@email.com,31.0,Bilbao,38540.39169258657,2016-07-26 22:25:26.828945,G,+34 602361331,True,100,2024-02-29 22:25:26.835945
598,Cliente_598,correo_no_valido,48.0,Bilbao,63517.18352023964,2024-01-11 22:25:26.828945,F,+34 685044423,0,200,2023-12-27 22:25:26.835945
599,Cliente_599,correo_no_valido,20.0,Barcelona,18352.772879105352,2017-08-22 22:25:26.828945,INVALID,+34 661394671,Sí,100,2024-07-28 22:25:26.835945
600,Cliente_600,cliente600@email.com,67.0,Desconocido,61369.27353636878,2024-04-22 22:25:26.828945,D,+34 604348530,No,N/A,2024-05-11 22:25:26.835945
601,Cliente_601,cliente601@email.com,57.0,Desconocido,24294.359186706148,2023-13-45,E,+34 641837593,True,500,No registrada
602,Cliente_602,cliente602@email.com,,Valencia,703648.5720570424,2017-10-17 22:25:26.828945,F,+34 672265622,0,200,2024-02-23 22:25:26.835945
603,Cliente_603,cliente603@email.com,,Desconocido,28201.9117886569,2022-05-11 22:25:26.828945,C,+34 699057962,Sí,500,2024-11-04 22:25:26.835945
604,Cliente_604,cliente604@email.com,30.0,Bilbao,26720.689332619033,2020-11-15 22:25:26.828945,D,+34 643484059,False,500,2025-06-26 22:25:26.835945
605,Cliente_605,cliente605@email.com,22.0,Madrid,31287.60595089755,2017-11-09 22:25:26.828945,C,+34 692393608,False,300,2025-08-11 22:25:26.835945
606,Cliente_606,cliente606@email.com,18.0,Desconocido,21299.579962673408,2024-03-03 22:25:26.828945,E,+34 685543663,False,300,No registrada
607,Cliente_607,correo_no_valido,18.0,Bilbao,42449.432596070576,2019-02-06 22:25:26.828945,F,+34 650394662,No,200,2025-03-04 22:25:26.835945
608,Cliente_608,cliente608@email.com,70.0,Barcelona,21707.474480682307,2025-10-09 22:25:26.828945,B,+34 628875186,False,-1,2024-10-11 22:25:26.835945
609,Cliente_609,cliente609@email.com,veinticinco,Málaga,39834.15597379337,2020-04-14 22:25:26.829943,INVALID,+34 699160843,1,NULL,2025-04-03 22:25:26.835945
610,,cliente610@email.com,41.0,Desconocido,52915.85429285647,2025-01-23 22:25:26.829943,F,+34 623254222,True,300,2025-05-21 22:25:26.835945
611,Cliente_611,cliente611@email.com,46.0,Barcelona,24643.464452883905,2021-10-22 22:25:26.829943,INVALID,+34 656242142,No,NULL,2025-09-05 22:25:26.835945
612,Cliente_612,cliente612@email.com,64.0,Málaga,41915.751269687666,2017-10-27 22:25:26.829943,E,+34 618012598,0,300,No registrada
613,,cliente613@email.com,75.0,NULL,38387.38933354777,2025-01-06 22:25:26.829943,F,+34 664384973,False,300,2024-06-17 22:25:26.835945
614,Cliente_614,cliente614@email.com,,NULL,63793.30323329625,2022-11-07 22:25:26.829943,INVALID,+34 672337162,True,500,2023-11-28 22:25:26.835945
615,Cliente_615,cliente615@email.com,33.0,Málaga,22427.54152732575,2023-13-45,G,+34 654864537,Sí,200,2025-07-03 22:25:26.835945
616,,cliente616@email.com,35.0,Desconocido,41926.07425208676,2023-08-09 22:25:26.829943,INVALID,+34 661912105,False,500,2024-01-25 22:25:26.835945
617,Cliente_617,cliente617@email.com,veinticinco,Valencia,5609.833623351704,2017-01-20 22:25:26.829943,F,+34 632502170,True,N/A,2024-09-16 22:25:26.835945
618,Cliente_618,cliente618@email.com,veinticinco,Bilbao,22562.123838947806,2016-12-24 22:25:26.829943,A,+34 644362533,1,500,2025-06-17 22:25:26.835945
619,Cliente_619,cliente619@email.com,veinticinco,Madrid,35300.89256395362,2025-08-12 22:25:26.829943,F,+34 699699297,Sí,NULL,2025-03-19 22:25:26.835945
620,Cliente_620,cliente620@email.com,36.0,Madrid,50897.39953634672,2020-07-31 22:25:26.829943,F,+34 693572370,1,NULL,2025-02-02 22:25:26.835945
621,Cliente_621,cliente621@email.com,35.0,Sevilla,11610.999525236959,2016-04-12 22:25:26.829943,INVALID,+34 607775679,0,N/A,2024-08-21 22:25:26.835945
622,Cliente_622,cliente622@email.com,,Málaga,41791.359611116655,2017-03-25 22:25:26.829943,C,+34 609929645,True,100,2024-04-20 22:25:26.835945
623,Cliente_623,cliente623@email.com,19.0,Madrid,29051.648152755617,2016-10-12 22:25:26.829943,B,+34 620809587,1,100,2025-07-08 22:25:26.835945
624,Cliente_624,cliente624@email.com,26.0,Desconocido,7177.08519911531,2020-02-09 22:25:26.829943,C,+34 685417897,0,N/A,2023-11-20 22:25:26.835945
625,Cliente_625,cliente625@email.com,60.0,Valencia,32723.802689231852,2024-02-24 22:25:26.829943,INVALID,+34 698506304,True,N/A,2024-07-08 22:25:26.835945
626,Cliente_626,cliente626@email.com,48.0,Málaga,55637.41849467318,2017-09-10 22:25:26.829943,C,+34 635569506,True,500,2024-10-04 22:25:26.835945
627,Cliente_627,cliente627@email.com,63.0,Valencia,13193.660101325746,2019-07-08 22:25:26.829943,D,+34 658077511,1,N/A,2023-12-01 22:25:26.835945
628,Cliente_628,cliente628@email.com,59.0,Desconocido,28350.934269447247,2025-05-11 22:25:26.829943,A,+34 688606138,True,200,2024-07-31 22:25:26.835945
629,Cliente_629,cliente629@email.com,41.0,Madrid,15200.415230406506,2022-08-01 22:25:26.829943,C,+34 645905971,False,100,2023-12-11 22:25:26.835945
630,Cliente_630,cliente630@email.com,40.0,Madrid,22971.256021349764,2018-06-08 22:25:26.829943,G,+34 649270645,True,100,2025-08-17 22:25:26.835945
631,Cliente_631,cliente631@email.com,61.0,Sevilla,51482.552152869495,2023-07-15 22:25:26.829943,E,+34 680037806,No,-1,2024-09-17 22:25:26.835945
632,Cliente_632,cliente632@email.com,,Madrid,25927.13286762926,2024-10-29 22:25:26.829943,G,+34 690505591,0,N/A,2025-08-20 22:25:26.835945
633,Cliente_633,cliente633@email.com,,Málaga,51023.486062729906,2020-11-10 22:25:26.829943,E,+34 652134150,True,300,2025-01-12 22:25:26.835945
634,Cliente_634,cliente634@email.com,62.0,Desconocido,46635.81071897379,2020-02-01 22:25:26.829943,F,+34 668571402,No,300,2025-10-13 22:25:26.835945
635,Cliente_635,cliente635@email.com,75.0,NULL,24558.93129773328,2023-12-14 22:25:26.829943,D,+34 606379878,True,N/A,2025-05-16 22:25:26.835945
636,Cliente_636,correo_no_valido,40.0,Desconocido,22461.008090906515,2016-04-13 22:25:26.829943,A,+34 610463128,True,200,2025-10-19 22:25:26.835945
637,Cliente_637,cliente637@email.com,50.0,Málaga,16560.01789778247,2020-12-19 22:25:26.829943,G,+34 655541643,1,300,2025-04-06 22:25:26.835945
638,Cliente_638,cliente638@email.com,15.0,Málaga,16036.782087098936,2016-01-16 22:25:26.829943,A,+34 661152921,False,-1,2024-04-22 22:25:26.835945
639,Cliente_639,cliente639@email.com,22.0,Sevilla,35298.11091761765,2022-02-07 22:25:26.829943,G,+34 687820133,0,NULL,2025-08-09 22:25:26.835945
640,Cliente_640,cliente640@email.com,veinticinco,Sevilla,29703.220271775517,2023-13-45,F,+34 663872938,False,N/A,2025-06-07 22:25:26.835945
641,Cliente_641,cliente641@email.com,61.0,Madrid,20645.918476061903,2021-12-01 22:25:26.829943,E,+34 617509938,Sí,200,2023-12-04 22:25:26.835945
642,Cliente_642,cliente642@email.com,70.0,Barcelona,6768.556168150819,2023-13-45,B,+34 621857908,1,200,2024-10-27 22:25:26.835945
643,Cliente_643,cliente643@email.com,28.0,Desconocido,31592.681517333178,2016-09-08 22:25:26.829943,D,+34 689911341,1,500,2024-07-11 22:25:26.835945
644,Cliente_644,cliente644@email.com,42.0,Desconocido,22956.71731408,2024-01-29 22:25:26.829943,G,+34 658576692,False,200,No registrada
645,Cliente_645,correo_no_valido,16.0,Barcelona,27070.53456626859,2019-03-13 22:25:26.829943,G,+34 614058071,1,300,2025-06-15 22:25:26.835945
646,Cliente_646,cliente646@email.com,40.0,Sevilla,716086.9816971098,2025-08-22 22:25:26.829943,F,+34 676698319,False,NULL,2025-08-26 22:25:26.835945
647,Cliente_647,cliente647@email.com,28.0,Madrid,-7527.0429208179485,2017-09-23 22:25:26.829943,D,+34 627616524,1,300,2025-02-16 22:25:26.835945
648,Cliente_648,cliente648@email.com,73.0,Barcelona,7000.880944363129,2022-05-11 22:25:26.829943,E,+34 670984280,True,N/A,2024-05-31 22:25:26.835945
649,Cliente_649,cliente649@email.com,70.0,Madrid,64446.646152077825,2023-06-27 22:25:26.829943,E,+34 688924540,False,NULL,2024-02-09 22:25:26.835945
650,Cliente_650,cliente650@email.com,21.0,Madrid,22400.842399505735,2025-09-21 22:25:26.829943,G,+34 662738549,False,N/A,2024-10-28 22:25:26.835945
651,Cliente_651,correo_no_valido,17.0,Madrid,-7761.496535962935,2019-03-15 22:25:26.829943,B,+34 693490741,No,200,2024-09-10 22:25:26.835945
652,Cliente_652,cliente652@email.com,37.0,Bilbao,8250.897307256211,2022-12-04 22:25:26.829943,B,+34 680969656,1,-1,2025-07-25 22:25:26.835945
653,Cliente_653,correo_no_valido,32.0,Málaga,67267.0105296215,2019-10-08 22:25:26.829943,A,+34 683377781,1,100,2024-01-12 22:25:26.835945
654,Cliente_654,cliente654@email.com,52.0,Madrid,19455.038095952397,2023-13-45,D,+34 613398275,False,NULL,2024-01-15 22:25:26.835945
655,Cliente_655,correo_no_valido,29.0,Bilbao,47385.22867345735,2021-09-08 22:25:26.829943,D,+34 689924682,True,500,2025-03-05 22:25:26.835945
656,Cliente_656,cliente656@email.com,78.0,Sevilla,31816.76997505808,2023-13-45,E,+34 626859824,True,100,2024-06-09 22:25:26.835945
657,Cliente_657,cliente657@email.com,42.0,Barcelona,586730.2655809904,2024-10-30 22:25:26.829943,A,+34 685276678,0,200,2024-04-27 22:25:26.835945
658,Cliente_658,correo_no_valido,53.0,Málaga,41631.682061446394,2018-02-28 22:25:26.829943,F,+34 671655789,True,200,2025-07-31 22:25:26.835945
659,Cliente_659,cliente659@email.com,71.0,NULL,-5765.350130344319,2025-06-05 22:25:26.829943,D,+34 625897482,1,100,2025-03-22 22:25:26.835945
660,Cliente_660,cliente660@email.com,31.0,Barcelona,8383.010702150958,2022-09-25 22:25:26.829943,A,+34 682556904,No,500,2024-06-03 22:25:26.835945
661,Cliente_661,cliente661@email.com,58.0,Málaga,22614.73481790659,2021-09-21 22:25:26.829943,A,+34 603775702,False,NULL,2025-04-03 22:25:26.835945
662,Cliente_662,cliente662@email.com,39.0,NULL,9856.434025955878,2021-11-04 22:25:26.829943,G,+34 637644716,Sí,NULL,2023-11-16 22:25:26.835945
663,Cliente_663,cliente663@email.com,31.0,Barcelona,21288.333172440427,2022-11-28 22:25:26.829943,E,+34 623547377,No,100,2025-08-28 22:25:26.835945
664,Cliente_664,cliente664@email.com,27.0,Málaga,42805.69568524242,2023-01-14 22:25:26.829943,A,+34 694674459,Sí,N/A,2024-10-03 22:25:26.835945
665,Cliente_665,correo_no_valido,39.0,Barcelona,31982.050820039713,2023-13-45,INVALID,+34 674007274,No,300,2024-03-01 22:25:26.835945
666,Cliente_666,cliente666@email.com,24.0,Barcelona,49959.25553264384,2018-03-20 22:25:26.829943,B,+34 602455918,True,-1,2025-10-22 22:25:26.835945
667,Cliente_667,cliente667@email.com,veinticinco,NULL,32930.62926527616,2020-04-02 22:25:26.829943,INVALID,+34 608053048,1,N/A,2025-03-11 22:25:26.835945
668,Cliente_668,cliente668@email.com,veinticinco,Barcelona,44886.9124724179,2022-01-13 22:25:26.829943,B,+34 612194329,Sí,NULL,2024-09-30 22:25:26.835945
669,Cliente_669,cliente669@email.com,22.0,Barcelona,29038.945498072535,2023-13-45,C,+34 614042008,No,300,2024-09-22 22:25:26.835945
670,Cliente_670,cliente670@email.com,54.0,NULL,21145.86774960326,2019-06-01 22:25:26.829943,E,+34 661086560,1,-1,2024-07-11 22:25:26.835945
671,Cliente_671,cliente671@email.com,56.0,Sevilla,52208.52083312832,2023-04-04 22:25:26.829943,G,+34 625476259,Sí,-1,No registrada
672,Cliente_672,cliente672@email.com,55.0,Madrid,19359.745680959,2023-08-24 22:25:26.829943,F,+34 642101517,False,-1,2025-03-26 22:25:26.835945
673,Cliente_673,cliente673@email.com,20.0,Desconocido,35157.67234686449,2019-06-04 22:25:26.829943,INVALID,+34 624365389,No,200,2025-05-31 22:25:26.835945
674,Cliente_674,cliente674@email.com,66.0,Valencia,41533.4604483671,2019-09-05 22:25:26.829943,INVALID,+34 607955229,False,-1,2024-01-19 22:25:26.835945
675,Cliente_675,cliente675@email.com,40.0,Bilbao,42622.39056706285,2025-09-03 22:25:26.829943,C,+34 654062018,True,500,2024-09-01 22:25:26.835945
676,Cliente_676,cliente676@email.com,78.0,Valencia,12518.359946699708,2023-04-02 22:25:26.829943,B,+34 661158095,False,100,No registrada
677,Cliente_677,cliente677@email.com,veinticinco,Valencia,45779.256087423986,2017-08-06 22:25:26.829943,G,+34 687574253,False,NULL,2024-09-13 22:25:26.835945
678,Cliente_678,cliente678@email.com,,Málaga,15315.671308390947,2022-03-06 22:25:26.829943,C,+34 647152541,0,500,2024-12-12 22:25:26.835945
679,Cliente_679,cliente679@email.com,73.0,Madrid,42160.55483024991,2022-08-06 22:25:26.829943,E,+34 615239667,No,100,2024-10-28 22:25:26.835945
680,Cliente_680,cliente680@email.com,47.0,Málaga,38027.602065736486,2024-12-07 22:25:26.829943,G,+34 691895886,True,N/A,2024-11-24 22:25:26.835945
681,Cliente_681,cliente681@email.com,67.0,Madrid,-18055.2833632101,2021-08-04 22:25:26.829943,E,+34 662648941,False,N/A,2025-02-14 22:25:26.835945
682,Cliente_682,cliente682@email.com,36.0,NULL,11924.947183514589,2024-11-30 22:25:26.829943,A,+34 635534839,1,100,2025-01-24 22:25:26.835945
683,Cliente_683,cliente683@email.com,35.0,NULL,802454.7848242132,2021-05-18 22:25:26.829943,D,+34 673252056,Sí,500,2025-03-19 22:25:26.835945
684,Cliente_684,cliente684@email.com,,Desconocido,46283.905146122575,2022-03-16 22:25:26.829943,A,+34 636832178,False,100,2025-01-27 22:25:26.835945
685,Cliente_685,cliente685@email.com,76.0,Madrid,32900.93674742611,2021-08-29 22:25:26.829943,E,+34 600801125,True,-1,2025-01-17 22:25:26.835945
686,Cliente_686,cliente686@email.com,,Barcelona,17720.749805931348,2021-04-04 22:25:26.829943,INVALID,+34 652718185,False,200,2023-12-24 22:25:26.835945
687,Cliente_687,cliente687@email.com,38.0,Sevilla,43796.214214919855,2022-02-10 22:25:26.829943,G,+34 686884858,Sí,NULL,2025-09-17 22:25:26.835945
688,Cliente_688,cliente688@email.com,69.0,Desconocido,31708.794421511546,2021-07-13 22:25:26.829943,B,+34 614775854,True,N/A,2023-11-19 22:25:26.835945
689,Cliente_689,cliente689@email.com,veinticinco,Desconocido,4883.33604258456,2018-06-26 22:25:26.829943,F,+34 697402036,No,NULL,2025-04-03 22:25:26.835945
690,Cliente_690,cliente690@email.com,17.0,Barcelona,16557.158065250096,2025-02-01 22:25:26.829943,B,+34 619470911,True,200,2025-10-10 22:25:26.835945
